num_words,num_characters,num_exclamation_marks,num_links,has_suspicious_link,num_attachments,has_attachment,sender_reputation_score,email_hour,email_day_of_week,is_weekend,num_recipients,contains_money_terms,contains_urgency_terms,target
16,96,0,1,0,0,0,0.61,2,3,0,17,0,0,
16,90,0,2,0,0,0,0.72,18,4,0,10,0,0,
20,125,0,2,0,0,0,0.45,23,6,1,23,1,1,
25,170,0,2,0,1,1,0.65,13,0,0,8,0,0,
10,65,0,6,0,0,0,0.51,23,0,0,7,0,0,
17,110,0,5,1,1,1,0.75,18,2,0,28,0,0,
9,50,0,5,0,2,1,0.64,4,3,0,8,1,0,
13,83,0,8,1,0,0,0.34,3,1,0,28,1,0,
15,92,0,0,0,1,1,0.58,20,3,0,12,1,0,
14,83,0,4,1,2,1,0.59,10,5,1,29,0,1,
14,95,0,6,0,2,1,0.99,10,5,1,21,0,0,
13,82,0,1,0,1,1,0.57,19,2,0,13,0,0,
15,85,0,3,1,1,1,0.45,13,1,0,30,1,1,
18,110,0,3,0,0,0,0.7,9,6,1,24,1,1,
15,84,0,8,1,0,0,0.59,5,2,0,2,0,0,
16,97,0,5,1,0,0,0.97,0,6,1,16,0,0,
14,92,0,1,0,1,1,0.87,3,6,1,20,0,1,
7,51,0,1,0,1,1,0.68,13,0,0,26,0,1,
15,103,0,1,1,2,1,0.64,6,3,0,3,0,1,
14,85,0,5,1,2,1,0.9,1,3,0,9,0,0,
28,174,0,8,0,0,0,0.78,13,3,0,24,0,1,
13,72,0,7,1,0,0,0.65,12,0,0,26,1,1,
12,74,0,2,0,0,0,0.99,15,2,0,27,0,1,
26,176,0,1,0,0,0,0.69,19,1,0,16,0,1,
17,113,0,0,0,2,1,0.81,11,6,1,7,0,0,
22,156,0,6,1,0,0,0.65,13,2,0,27,0,0,
16,110,0,2,1,1,1,0.75,13,4,0,10,0,1,
21,150,0,3,0,2,1,0.73,2,1,0,19,1,0,
15,93,0,8,0,2,1,0.8,22,3,0,3,1,0,
26,156,0,2,0,1,1,0.32,2,1,0,16,0,1,
18,122,0,5,0,0,0,0.45,17,3,0,22,0,1,
15,102,0,0,0,0,0,0.72,22,5,1,24,1,1,
14,99,0,8,1,2,1,0.8,18,2,0,24,1,0,
20,120,0,8,0,1,1,0.74,5,3,0,5,1,1,
15,85,0,8,0,1,1,0.81,17,6,1,11,1,1,
11,72,0,7,0,1,1,0.93,14,2,0,8,0,0,
28,172,0,7,1,1,1,0.98,19,1,0,11,0,0,
15,100,0,3,0,1,1,0.56,16,3,0,8,0,1,
10,67,0,6,1,1,1,0.57,3,1,0,2,1,1,
12,74,0,8,1,1,1,0.82,15,2,0,19,0,1,
28,168,0,7,1,1,1,0.78,20,2,0,15,1,0,
9,55,0,1,0,1,1,0.73,4,2,0,27,0,0,
28,179,0,7,1,0,0,0.43,21,0,0,30,1,1,
14,92,0,7,0,0,0,0.7,3,0,0,6,1,0,
13,80,0,4,1,0,0,0.55,14,3,0,22,0,0,
10,60,0,7,1,0,0,0.76,19,6,1,19,0,0,
23,168,0,1,0,0,0,0.76,15,6,1,4,0,0,
11,64,0,8,0,1,1,0.72,1,1,0,22,0,0,
24,157,0,4,0,1,1,0.61,14,3,0,18,1,1,
22,135,0,4,1,2,1,0.96,21,4,0,28,0,1,
14,94,0,1,0,1,1,0.96,22,2,0,15,0,0,
16,114,0,3,0,0,0,0.9,1,0,0,2,0,1,
21,146,0,0,0,1,1,0.7,11,0,0,3,0,1,
23,145,0,2,0,1,1,0.47,16,5,1,1,0,1,
18,120,0,1,0,1,1,0.66,17,1,0,13,1,1,
10,55,0,6,1,0,0,0.85,1,3,0,7,0,0,
17,105,0,2,0,2,1,0.79,18,5,1,21,0,0,
18,121,0,2,0,1,1,0.9,14,2,0,23,0,1,
9,63,0,6,0,1,1,0.97,10,3,0,21,1,0,
10,71,0,0,1,0,0,0.81,19,2,0,12,0,0,
6,41,0,4,1,1,1,0.89,9,2,0,9,0,0,
24,150,0,6,1,0,0,0.49,20,0,0,4,1,1,
18,104,0,0,0,1,1,0.41,3,3,0,15,1,1,
11,73,0,1,0,2,1,0.61,12,5,1,8,0,0,
16,98,0,7,0,1,1,0.52,2,4,0,9,0,0,
14,86,0,1,0,0,0,0.76,22,4,0,18,1,0,
11,85,0,0,0,0,0,0.82,11,1,0,15,0,0,
26,186,0,6,1,2,1,0.91,17,0,0,4,0,0,
20,138,0,5,1,1,1,0.6,12,5,1,11,0,1,
21,136,0,5,1,2,1,0.64,6,1,0,4,0,1,
17,106,0,5,0,2,1,0.86,4,0,0,21,0,1,
21,132,0,1,1,1,1,0.37,12,1,0,25,0,1,
16,96,0,4,1,1,1,0.44,5,1,0,25,1,1,
17,116,0,3,1,2,1,0.91,21,3,0,8,0,1,
22,129,0,3,0,2,1,0.53,5,6,1,5,0,0,
15,91,0,5,1,0,0,0.57,12,3,0,18,0,0,
14,92,0,6,0,2,1,0.96,2,0,0,24,0,1,
18,109,0,4,1,2,1,0.79,18,0,0,26,0,0,
19,123,0,5,0,1,1,0.32,5,4,0,16,0,1,
27,170,0,4,1,0,0,0.72,13,3,0,13,1,0,
23,143,0,6,0,1,1,0.49,13,2,0,19,0,0,
19,119,0,3,1,1,1,0.43,1,5,1,5,1,1,
15,87,0,6,1,2,1,0.79,14,6,1,22,0,0,
23,133,0,0,0,2,1,0.57,22,5,1,9,0,0,
12,63,0,3,0,0,0,0.77,19,6,1,3,0,1,
19,114,0,6,0,0,0,0.84,8,1,0,9,1,1,
13,83,0,0,0,0,0,0.91,20,4,0,16,0,0,
18,104,0,2,0,1,1,0.31,5,2,0,19,1,1,
22,137,0,1,1,0,0,0.6,20,6,1,21,1,1,
17,96,0,0,0,0,0,0.48,9,4,0,19,1,1,
18,110,0,8,0,0,0,0.53,0,6,1,10,0,0,
19,113,0,4,1,1,1,0.32,0,4,0,2,1,1,
29,192,0,8,1,1,1,0.54,5,3,0,15,0,0,
16,98,0,1,1,0,0,0.54,12,3,0,19,0,0,
18,103,0,6,1,0,0,0.62,15,0,0,6,1,0,
21,140,0,7,1,1,1,0.64,23,5,1,8,1,1,
27,176,0,0,1,1,1,0.75,10,4,0,9,1,1,
24,169,0,5,1,0,0,0.33,18,0,0,10,0,1,
11,66,0,1,0,0,0,0.88,22,5,1,18,0,0,
30,208,0,6,1,1,1,0.62,14,3,0,15,0,1,
15,96,0,2,0,1,1,0.62,0,6,1,4,0,1,
26,160,0,7,0,0,0,0.32,12,0,0,13,0,1,
24,149,0,5,1,0,0,0.49,20,6,1,25,1,1,
19,115,0,1,0,0,0,0.67,17,0,0,24,1,1,
20,146,0,4,1,0,0,0.83,17,6,1,1,0,1,
20,119,0,0,0,2,1,0.7,3,4,0,2,0,0,
15,101,0,1,0,2,1,0.94,21,5,1,8,0,1,
22,147,0,7,1,1,1,0.58,19,5,1,29,1,1,
18,107,0,3,0,1,1,0.59,12,5,1,13,1,1,
24,147,0,0,0,2,1,0.57,11,5,1,27,0,0,
19,121,0,0,0,1,1,0.49,2,1,0,13,1,1,
12,71,0,3,0,2,1,0.52,13,0,0,18,1,0,
21,131,0,3,0,0,0,0.34,6,0,0,24,1,1,
27,162,0,8,0,1,1,0.67,8,0,0,17,0,1,
16,99,0,6,0,0,0,0.85,10,5,1,21,1,0,
21,116,0,2,0,1,1,0.4,11,1,0,13,0,1,
18,120,0,5,1,0,0,0.74,3,5,1,29,0,1,
30,168,0,2,0,0,0,0.44,12,3,0,9,0,1,
15,101,0,3,1,0,0,0.81,9,4,0,1,1,1,
18,107,0,1,1,1,1,0.62,23,2,0,10,1,1,
17,101,0,6,0,0,0,0.89,1,6,1,4,0,0,
12,81,0,3,1,1,1,0.8,0,1,0,21,0,1,
15,101,0,4,1,0,0,0.95,3,0,0,27,0,1,
17,104,0,5,1,0,0,0.72,19,3,0,4,0,1,
25,145,0,7,0,0,0,0.68,7,2,0,25,1,0,
20,122,0,7,1,0,0,0.58,3,0,0,25,0,0,
21,123,0,8,1,2,1,0.71,11,2,0,25,0,1,
13,91,0,5,0,1,1,0.86,2,5,1,13,0,1,
20,110,0,7,1,0,0,0.33,2,2,0,14,1,0,
18,115,0,3,1,1,1,0.79,12,0,0,21,1,0,
16,100,0,5,0,0,0,0.67,0,2,0,16,1,1,
18,111,0,1,0,2,1,0.97,23,3,0,8,0,0,
27,163,0,2,0,0,0,0.44,5,3,0,4,0,1,
15,91,0,4,0,0,0,0.85,6,1,0,20,0,0,
21,142,0,3,1,2,1,0.61,10,6,1,20,0,0,
19,124,0,1,0,0,0,0.32,23,1,0,4,0,0,
20,142,0,2,0,0,0,0.79,23,5,1,10,1,0,
23,152,0,1,0,1,1,0.37,3,5,1,16,0,0,
31,176,0,0,1,1,1,0.75,19,5,1,8,1,1,
22,147,0,6,1,2,1,0.78,13,6,1,9,0,1,
19,126,0,4,1,1,1,0.39,5,5,1,26,1,1,
17,102,0,7,0,0,0,0.43,11,4,0,15,1,1,
14,87,0,3,1,1,1,0.87,0,1,0,19,0,0,
10,58,0,8,1,1,1,0.82,2,6,1,20,0,0,
11,67,0,6,0,2,1,0.87,6,1,0,9,0,0,
19,138,0,6,1,0,0,0.76,2,3,0,27,0,0,
29,170,0,6,0,1,1,0.54,13,2,0,2,1,1,
21,125,0,0,0,0,0,0.31,18,5,1,8,0,1,
16,107,0,8,1,1,1,0.84,3,5,1,15,0,0,
16,98,0,0,0,2,1,0.6,23,6,1,8,0,1,
22,152,0,7,1,2,1,0.71,13,0,0,24,1,1,
18,110,0,2,0,1,1,0.78,14,5,1,15,0,1,
21,131,0,8,1,1,1,0.75,3,3,0,11,0,1,
24,150,0,6,1,2,1,0.54,9,2,0,27,0,1,
20,119,0,7,1,0,0,0.61,15,0,0,20,0,0,
16,106,0,7,0,2,1,0.99,22,5,1,27,1,0,
21,119,0,4,0,0,0,0.3,14,4,0,13,1,0,
19,106,0,6,0,1,1,0.8,3,1,0,25,0,0,
11,65,0,3,0,0,0,0.92,15,4,0,4,1,0,
15,91,0,5,1,1,1,0.61,23,3,0,10,1,1,
12,86,0,3,1,1,1,0.45,5,4,0,26,1,1,
16,91,0,5,0,2,1,0.94,8,4,0,19,0,0,
13,77,0,7,0,0,0,0.76,1,3,0,23,0,1,
18,115,0,7,1,2,1,0.53,11,2,0,6,0,0,
27,178,0,4,0,0,0,0.47,8,5,1,21,0,1,
16,103,0,4,0,0,0,0.76,22,6,1,13,1,1,
6,37,0,3,1,2,1,0.68,19,3,0,12,0,0,
10,67,0,2,0,2,1,0.86,2,6,1,25,0,0,
21,137,0,5,1,0,0,0.98,23,6,1,28,1,0,
12,87,0,8,1,2,1,0.93,21,5,1,17,0,0,
12,75,0,8,1,0,0,0.6,21,4,0,27,0,0,
26,174,0,7,1,1,1,0.98,11,5,1,5,0,1,
19,128,0,2,0,2,1,0.74,1,0,0,7,0,1,
12,88,0,0,0,2,1,0.83,0,5,1,2,0,0,
18,113,0,6,0,0,0,0.87,8,4,0,9,0,0,
20,132,0,2,0,1,1,0.33,16,4,0,14,1,1,
14,89,0,3,0,1,1,0.85,10,1,0,20,0,1,
24,161,0,2,0,0,0,0.48,18,5,1,14,0,1,
6,38,0,2,1,1,1,0.8,10,6,1,30,0,0,
16,93,0,6,1,1,1,0.47,15,4,0,19,1,1,
18,121,0,8,1,1,1,0.68,22,4,0,27,0,1,
11,57,0,7,1,1,1,0.86,12,4,0,2,1,0,
21,136,0,6,0,0,0,0.54,16,1,0,26,1,1,
23,136,0,1,1,1,1,0.57,0,2,0,26,1,1,
16,94,0,0,0,1,1,0.7,7,1,0,13,1,0,
26,180,0,1,0,1,1,0.64,5,4,0,10,1,0,
23,150,0,8,1,1,1,0.84,16,6,1,26,1,1,
19,126,0,4,0,1,1,0.64,23,5,1,27,1,1,
27,194,0,8,1,0,0,0.51,8,3,0,2,1,1,
26,170,0,0,0,1,1,0.69,23,1,0,8,1,1,
20,122,0,5,1,1,1,0.52,21,5,1,25,1,0,
17,107,0,3,1,1,1,0.31,3,4,0,1,1,1,
24,163,0,2,0,1,1,0.9,19,4,0,4,1,0,
14,102,0,3,1,0,0,0.9,16,2,0,3,0,0,
23,141,0,1,0,0,0,0.34,16,0,0,20,0,1,
22,129,0,6,0,2,1,0.73,11,1,0,17,0,0,
21,136,0,1,0,0,0,0.62,6,1,0,22,0,1,
23,153,0,8,1,0,0,0.78,6,1,0,12,0,1,
23,152,0,0,0,1,1,0.66,7,0,0,3,1,1,
13,93,0,3,1,2,1,0.99,13,3,0,4,0,1,
8,53,0,0,0,0,0,0.69,19,4,0,29,0,0,
23,144,0,3,1,0,0,0.66,7,4,0,4,1,1,
23,158,0,3,1,1,1,0.7,21,1,0,25,1,1,
12,77,0,5,0,1,1,0.6,2,1,0,8,1,0,
20,127,0,6,0,0,0,0.39,12,6,1,18,1,0,
24,155,0,8,0,0,0,0.34,14,4,0,19,1,1,
20,127,0,4,0,1,1,0.36,14,5,1,3,1,1,
18,112,0,7,1,1,1,0.53,17,2,0,3,1,1,
25,161,0,5,1,0,0,0.96,6,5,1,30,0,0,
16,105,0,0,0,1,1,0.83,14,6,1,3,0,0,
16,110,0,6,1,0,0,0.92,23,4,0,23,0,0,
15,107,0,1,0,1,1,0.98,22,0,0,4,0,0,
16,122,0,2,0,0,0,0.55,15,5,1,12,0,1,
19,119,0,3,0,1,1,0.62,2,5,1,26,1,0,
13,81,0,3,0,2,1,0.99,5,3,0,13,0,0,
9,50,0,3,1,1,1,0.78,13,2,0,3,0,0,
22,141,0,7,1,1,1,0.68,8,0,0,16,1,0,
21,140,0,5,1,1,1,0.53,1,2,0,2,0,0,
13,75,0,7,1,0,0,0.51,21,6,1,4,0,0,
15,94,0,3,1,1,1,0.97,5,4,0,6,0,0,
22,133,0,5,1,2,1,0.9,1,3,0,13,0,1,
21,130,0,6,0,1,1,0.92,1,6,1,13,0,0,
16,101,0,4,1,2,1,0.68,7,5,1,22,0,1,
13,84,0,7,1,0,0,0.66,2,0,0,6,0,0,
23,146,0,3,0,1,1,0.61,0,5,1,5,0,1,
18,110,0,4,1,2,1,0.87,19,1,0,28,0,1,
11,64,0,3,1,2,1,0.69,10,0,0,4,0,0,
20,119,0,5,1,1,1,0.87,7,1,0,3,1,1,
19,131,0,5,0,0,0,0.93,23,5,1,5,0,0,
15,90,0,8,1,0,0,0.72,21,4,0,22,0,0,
7,40,0,6,0,2,1,0.71,4,1,0,27,0,0,
13,92,0,0,0,1,1,0.66,16,5,1,13,1,1,
23,142,0,3,0,1,1,0.77,20,1,0,22,1,1,
12,90,0,8,1,0,0,0.77,5,1,0,13,1,0,
26,173,0,2,0,1,1,0.55,20,5,1,19,1,1,
21,132,0,6,1,1,1,0.89,6,6,1,27,0,0,
20,108,0,4,1,0,0,0.76,12,5,1,25,0,0,
26,149,0,0,0,1,1,0.56,7,5,1,16,0,1,
15,103,0,6,0,2,1,0.58,20,4,0,10,0,0,
19,118,0,7,1,2,1,0.69,10,2,0,23,0,0,
24,153,0,2,1,2,1,0.83,10,4,0,3,0,0,
15,104,0,0,1,1,1,0.99,11,2,0,11,0,0,
21,128,0,1,0,1,1,0.61,2,4,0,17,0,0,
6,41,0,3,1,2,1,0.77,15,0,0,30,0,0,
24,140,0,6,0,1,1,0.38,10,6,1,7,1,1,
22,143,0,2,1,1,1,0.55,12,5,1,2,0,0,
23,161,0,5,0,0,0,0.69,20,4,0,14,0,0,
6,32,0,0,1,2,1,0.93,18,6,1,12,1,0,
11,61,0,0,1,0,0,0.97,12,0,0,5,0,0,
15,114,0,0,0,0,0,0.85,21,1,0,17,1,1,
23,148,0,3,1,1,1,0.69,21,1,0,7,0,1,
6,35,0,5,1,0,0,0.99,21,5,1,15,0,0,
10,64,0,8,0,1,1,0.93,16,5,1,8,0,1,
20,112,0,7,1,0,0,0.64,12,5,1,21,1,1,
6,38,0,7,0,1,1,0.97,19,3,0,5,0,0,
12,78,0,1,0,2,1,0.99,2,0,0,27,0,1,
23,171,0,0,0,0,0,0.73,9,4,0,7,1,0,
21,140,0,7,0,0,0,0.57,18,2,0,24,1,0,
24,167,0,1,0,0,0,0.96,1,5,1,23,0,1,
19,137,0,5,1,2,1,0.89,21,2,0,29,0,0,
12,71,0,4,0,0,0,0.93,6,1,0,19,0,1,
18,113,0,2,0,0,0,0.72,15,5,1,15,1,1,
16,105,0,8,1,1,1,0.51,9,6,1,28,1,0,
18,115,0,8,1,0,0,0.45,2,3,0,22,1,0,
12,83,0,2,0,0,0,0.76,7,2,0,21,0,1,
18,118,0,3,1,1,1,0.76,13,1,0,21,0,1,
13,85,0,2,0,1,1,0.72,10,0,0,20,0,1,
13,80,0,6,0,2,1,0.94,13,6,1,25,0,0,
9,51,0,5,1,2,1,0.7,19,0,0,27,1,0,
12,80,0,4,1,1,1,0.97,3,2,0,27,0,1,
13,73,0,5,0,0,0,0.75,2,3,0,30,1,0,
6,34,0,7,1,1,1,0.54,16,0,0,22,0,1,
11,81,0,7,0,1,1,0.96,11,5,1,13,0,0,
18,133,0,6,0,2,1,0.82,21,0,0,29,0,1,
14,76,0,0,0,2,1,0.56,22,4,0,8,1,1,
18,108,0,3,0,1,1,0.53,5,1,0,9,0,1,
11,70,0,4,1,1,1,0.73,23,2,0,18,0,0,
11,55,0,2,0,1,1,0.61,7,5,1,4,0,0,
12,75,0,3,1,0,0,0.69,12,0,0,30,0,1,
12,73,0,0,0,0,0,0.89,19,1,0,3,0,0,
27,185,0,1,0,0,0,0.63,20,0,0,27,0,0,
22,139,0,8,1,1,1,0.76,23,6,1,2,0,0,
24,151,0,1,1,0,0,0.65,7,0,0,25,0,1,
13,70,0,4,1,0,0,0.62,19,0,0,3,1,1,
15,93,0,6,1,1,1,0.46,2,2,0,17,1,1,
14,92,0,3,1,0,0,0.83,16,3,0,27,0,0,
14,95,0,0,0,1,1,0.35,5,4,0,6,1,1,
18,114,0,8,1,2,1,0.67,17,1,0,5,0,0,
21,129,0,8,0,1,1,0.54,10,0,0,17,0,1,
22,148,0,7,0,1,1,0.67,9,3,0,12,0,1,
22,117,0,3,1,1,1,0.47,16,2,0,18,1,0,
25,159,0,2,0,1,1,0.39,7,3,0,14,0,1,
21,152,0,1,0,1,1,0.57,20,6,1,8,1,1,
16,110,0,7,0,2,1,0.79,15,0,0,8,1,0,
25,165,0,3,1,0,0,0.86,11,4,0,21,0,0,
13,85,0,2,0,2,1,1.0,5,3,0,3,1,0,
18,114,0,1,0,0,0,0.95,0,4,0,23,0,0,
15,96,0,3,0,1,1,0.41,2,4,0,15,1,0,
21,129,0,2,0,0,0,0.85,0,3,0,11,0,1,
25,166,0,0,0,0,0,0.94,11,3,0,20,0,1,
12,82,0,5,0,0,0,0.89,16,3,0,24,0,0,
22,146,0,0,0,2,1,0.93,6,1,0,24,0,0,
20,136,0,0,0,0,0,0.68,0,1,0,3,1,1,
14,80,0,8,0,1,1,0.77,23,0,0,24,0,0,
16,96,0,7,1,2,1,0.55,1,0,0,17,1,0,
17,116,0,3,0,1,1,0.34,21,5,1,29,1,1,
14,101,0,5,0,2,1,0.83,20,6,1,27,0,1,
23,157,0,8,1,1,1,0.65,8,4,0,4,1,1,
14,111,0,7,1,1,1,0.56,13,0,0,28,0,1,
19,119,0,4,0,0,0,0.81,7,1,0,8,1,1,
23,137,0,1,1,1,1,0.41,17,1,0,29,1,1,
18,114,0,5,1,2,1,0.98,18,4,0,24,1,0,
14,94,0,3,0,1,1,0.57,1,2,0,28,0,0,
17,113,0,0,0,1,1,0.72,11,3,0,29,1,1,
23,152,0,2,0,1,1,0.46,16,6,1,6,1,0,
17,111,0,1,0,1,1,0.67,6,6,1,1,1,1,
20,128,0,7,1,1,1,0.74,6,6,1,19,0,0,
14,73,0,3,0,2,1,0.54,12,0,0,5,0,0,
8,60,0,0,1,1,1,0.94,11,5,1,23,0,0,
25,151,0,5,1,1,1,0.32,5,6,1,21,1,0,
21,137,0,8,0,0,0,0.54,4,6,1,8,1,1,
20,142,0,6,0,2,1,0.61,5,5,1,26,0,0,
12,85,0,4,1,2,1,0.78,5,6,1,21,0,1,
17,111,0,1,0,1,1,0.97,15,0,0,12,0,0,
13,97,0,7,1,2,1,0.95,21,3,0,16,0,0,
19,117,0,0,0,0,0,0.69,5,2,0,6,1,1,
20,130,0,5,0,1,1,0.67,20,5,1,26,0,1,
25,151,0,1,0,1,1,0.66,11,6,1,15,0,1,
21,145,0,8,0,0,0,0.63,18,3,0,4,0,0,
21,129,0,6,1,1,1,0.44,9,5,1,7,0,0,
24,128,0,8,1,0,0,0.69,9,4,0,18,1,1,
21,159,0,3,0,1,1,0.57,7,2,0,19,1,1,
20,126,0,8,1,1,1,0.72,18,6,1,26,1,1,
20,130,0,6,1,1,1,0.51,14,6,1,24,1,1,
14,90,0,7,0,0,0,0.97,2,3,0,10,0,1,
10,60,0,8,1,0,0,0.55,7,3,0,22,0,0,
16,107,0,1,1,1,1,0.61,15,4,0,10,0,1,
16,103,0,5,0,0,0,0.73,12,4,0,26,0,0,
23,159,0,8,0,1,1,0.71,5,2,0,25,1,1,
19,109,0,2,0,0,0,0.34,8,6,1,6,1,1,
16,101,0,8,0,0,0,0.57,6,5,1,3,0,1,
14,85,0,1,0,1,1,0.51,17,1,0,23,0,0,
14,87,0,8,1,2,1,0.64,8,3,0,23,0,1,
12,72,0,3,0,0,0,0.77,0,0,0,28,0,0,
12,78,0,1,0,1,1,0.81,13,0,0,7,0,1,
22,145,0,8,0,1,1,0.78,1,4,0,19,1,1,
13,74,0,0,0,1,1,0.83,8,5,1,21,0,0,
26,163,0,0,0,0,0,0.59,4,6,1,4,0,1,
20,118,0,7,1,0,0,0.66,14,2,0,1,0,1,
17,114,0,4,1,1,1,0.78,3,3,0,18,1,1,
13,82,0,0,0,2,1,0.79,22,5,1,12,0,0,
23,147,0,7,1,2,1,0.81,22,5,1,13,1,1,
18,110,0,2,0,1,1,0.82,13,2,0,9,0,1,
21,134,0,6,0,1,1,0.81,13,6,1,17,0,1,
21,119,0,6,0,0,0,0.47,5,0,0,23,1,1,
9,61,0,7,1,2,1,0.51,15,4,0,5,0,0,
22,134,0,3,1,0,0,0.72,11,3,0,21,0,1,
20,130,0,5,1,0,0,0.33,4,3,0,20,1,1,
13,79,0,3,0,2,1,0.53,12,6,1,11,0,0,
25,170,0,2,0,1,1,0.35,8,2,0,19,1,1,
15,101,0,6,1,2,1,0.66,3,1,0,13,0,0,
22,137,0,1,0,1,1,0.81,0,0,0,28,1,1,
20,116,0,8,1,1,1,0.35,1,1,0,23,1,0,
14,86,0,4,1,0,0,0.85,10,2,0,9,1,1,
23,154,0,6,1,1,1,0.68,19,0,0,6,1,1,
21,140,0,4,1,1,1,0.33,18,1,0,7,1,1,
15,95,0,4,1,1,1,0.65,16,2,0,21,1,1,
25,181,0,3,0,0,0,0.76,9,4,0,27,1,1,
13,76,0,5,1,1,1,0.9,22,0,0,13,0,0,
14,81,0,6,1,1,1,0.88,13,3,0,15,0,0,
19,130,0,1,0,2,1,0.95,23,4,0,26,0,0,
17,109,0,2,0,2,1,0.58,21,3,0,22,0,0,
14,91,0,4,1,2,1,0.74,12,2,0,4,0,1,
19,115,0,5,1,0,0,0.62,1,4,0,20,1,1,
21,139,0,1,0,1,1,0.77,3,2,0,6,1,1,
23,140,0,2,0,2,1,0.9,10,6,1,20,0,0,
13,80,0,8,1,1,1,0.78,14,1,0,17,1,0,
18,97,0,4,0,1,1,0.63,20,5,1,2,1,1,
20,125,0,8,1,0,0,0.57,6,1,0,30,0,1,
18,121,0,2,0,2,1,0.8,14,4,0,25,0,1,
23,149,0,5,1,0,0,0.61,14,0,0,21,1,1,
23,149,0,7,1,1,1,0.59,3,5,1,3,1,0,
15,91,0,4,1,1,1,0.73,22,1,0,26,0,0,
16,97,0,7,1,0,0,0.59,5,3,0,16,1,1,
23,159,0,2,0,0,0,0.81,22,2,0,12,1,0,
13,77,0,4,0,1,1,0.84,1,5,1,24,0,0,
18,114,0,5,1,2,1,0.97,5,5,1,9,0,1,
19,111,0,2,0,0,0,0.85,1,5,1,30,0,1,
24,146,0,8,1,1,1,0.74,5,6,1,30,0,0,
16,85,0,6,0,1,1,0.74,23,3,0,12,0,0,
13,77,0,4,0,1,1,0.86,4,2,0,2,0,0,
21,137,0,4,1,0,0,0.58,1,3,0,19,1,1,
18,102,0,2,0,0,0,0.41,12,4,0,4,1,1,
12,81,0,2,0,0,0,0.74,14,1,0,10,0,0,
16,113,0,3,0,1,1,0.59,23,3,0,18,1,1,
28,183,0,6,1,1,1,0.65,19,1,0,12,1,1,
12,74,0,4,0,1,1,0.52,18,6,1,3,1,1,
23,154,0,8,1,0,0,0.71,15,3,0,18,0,0,
20,126,0,7,0,0,0,0.7,2,5,1,3,1,0,
11,67,0,7,1,0,0,0.74,1,5,1,12,0,0,
22,136,0,4,0,2,1,0.6,7,0,0,8,0,1,
7,47,0,7,1,2,1,0.52,7,5,1,8,0,0,
17,105,0,5,1,2,1,0.91,21,2,0,2,1,1,
15,84,0,5,1,0,0,0.69,13,6,1,24,0,0,
27,185,0,5,0,1,1,0.38,4,0,0,30,1,0,
19,129,0,3,0,2,1,0.88,0,2,0,18,0,1,
27,167,0,1,1,0,0,0.36,22,1,0,4,0,1,
23,127,0,4,0,0,0,0.51,0,0,0,20,1,1,
20,125,0,0,0,0,0,0.67,19,6,1,12,0,0,
7,42,0,5,1,2,1,0.87,22,1,0,4,0,0,
25,139,0,3,0,1,1,0.82,7,3,0,22,0,0,
21,120,0,4,1,1,1,0.35,23,5,1,30,1,1,
23,156,0,6,0,1,1,0.5,4,1,0,14,0,0,
14,87,0,8,1,2,1,0.69,21,1,0,8,0,0,
15,105,0,5,0,0,0,1.0,14,4,0,14,1,1,
24,153,0,2,0,1,1,0.75,13,3,0,8,0,0,
19,127,0,7,0,1,1,0.61,16,5,1,4,1,0,
22,152,0,5,0,1,1,0.81,15,3,0,30,0,1,
19,130,0,3,1,1,1,0.48,2,2,0,6,1,1,
13,75,0,0,1,0,0,0.71,8,5,1,23,0,0,
20,130,0,6,1,1,1,0.75,13,2,0,28,1,1,
20,129,0,5,1,0,0,0.57,22,5,1,11,1,0,
25,154,0,0,0,1,1,0.75,7,0,0,14,1,1,
17,108,0,0,0,0,0,0.63,12,5,1,23,1,0,
10,56,0,6,0,2,1,0.92,13,1,0,22,1,0,
14,102,0,5,1,0,0,0.64,4,5,1,29,1,0,
8,51,0,7,1,2,1,0.66,10,5,1,14,0,0,
14,87,0,7,1,1,1,0.7,23,5,1,26,0,0,
26,172,0,1,0,0,0,0.85,4,6,1,15,0,1,
15,102,0,8,0,1,1,0.73,15,5,1,22,0,0,
6,35,0,1,0,1,1,0.68,14,3,0,9,0,0,
23,139,0,8,1,0,0,0.96,20,6,1,27,0,1,
18,109,0,2,0,1,1,0.54,2,3,0,25,0,1,
24,161,0,4,1,2,1,0.56,7,4,0,2,1,1,
21,150,0,8,1,0,0,0.48,8,5,1,3,0,0,
15,100,0,0,0,0,0,0.86,13,0,0,22,1,0,
17,113,0,5,0,0,0,0.94,8,2,0,6,0,1,
28,193,0,5,1,1,1,0.5,21,5,1,15,1,1,
30,195,0,2,0,0,0,0.74,17,1,0,16,1,1,
6,45,0,6,0,1,1,0.67,12,4,0,24,0,1,
14,98,0,6,0,2,1,0.69,20,5,1,28,0,0,
19,123,0,1,0,1,1,0.5,20,1,0,27,1,1,
21,110,0,1,1,0,0,0.77,2,1,0,12,0,1,
20,126,0,8,1,1,1,0.49,22,6,1,30,0,1,
14,86,0,0,0,1,1,0.86,11,6,1,6,0,0,
13,77,0,3,1,1,1,0.39,23,0,0,27,1,1,
24,161,0,1,1,2,1,0.91,18,6,1,18,1,1,
24,157,0,2,0,0,0,0.32,9,6,1,12,1,0,
